inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,calibrationClick.clicked_name,ScreenRes_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,Camera_pixels,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Bus_label,Loc_Metro_label,Loc_RH_label,Loc_Cost_label,Loc_Travel_label,Loc_Comfort_label,Loc_Bus_cost,Loc_Metro_cost,Loc_RH_cost,Loc_Bus_travel,Loc_Metro_travel,Loc_RH_travel,Loc_Bus_comfort,Loc_Metro_comfort,Loc_RH_comfort,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,RH_cost,RH_travel_time,RH_Comfort,metro_cost,metro_travel_time,metro_Comfort,Bus_cost,Bus_travel_time,Bus_Comfort
space,0.6433,0.005208333,0.303703704,1,0,0,-0.33125,-0.648148148,0,0,0,0,0,0,4,1,-0.33,-0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.339583333,0.675925926,1,0,0,0,1,1,8,1,-0.33,0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.34375,0.335185185,1,0,0,0,2,2,7,1,-0.33,0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.686458333,-0.662962963,1,0,0,0,3,3,0,1,-0.67,-0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.326041667,0.324074074,1,0,0,0,4,4,17,1,0.33,0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.004166667,0.018518519,1,0,0,0,5,5,11,1,0,0,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.326041667,-0.659259259,1,0,0,0,6,6,14,1,0.33,-0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.661458333,0.011111111,1,0,0,0,7,7,2,1,-0.67,0,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0.698148148,1,0,0,0,8,8,13,1,0,0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.328125,-0.324074074,1,0,0,0,9,9,5,1,-0.33,-0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.677083333,-0.333333333,1,0,0,0,10,10,1,1,-0.67,-0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.008333333,-0.335185185,1,0,0,0,11,11,10,1,0,-0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.682291667,0.342592593,1,0,0,0,12,12,3,1,-0.67,0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.33125,-0.340740741,1,0,0,0,13,13,15,1,0.33,-0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.33125,0.02037037,1,0,0,0,14,14,6,1,-0.33,0,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,-0.67962963,1,0,0,0,15,15,9,1,0,-0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.321875,0.67962963,1,0,0,0,16,16,18,1,0.33,0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.003125,0.344444444,1,0,0,0,17,17,12,1,0,0.33,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.325,0,1,0,0,0,18,18,16,1,0.33,0,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.665625,0.7,1,0,0,0,19,19,19,1,0.67,0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.670833333,-0.659259259,1,0,0,0,20,20,20,1,0.67,-0.67,29,001,2024-11-30_11h30.21.981,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
