"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_opt1",-0.0360815706743524,0.122845736182107,-0.293714473092211,0.130647273599266,-0.27617545839514
"b_opt2",0,NA,NA,NA,NA
"b_qual",0.802256728351213,0.0798697300546361,10.0445654167407,0.0930263612792947,8.6239719292318
"b_cost",-0.359626764968808,0.0426502345292476,-8.43199970500026,0.0465893113791513,-7.71908307556012
