"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_opt1",-0.0513656582359752,0.126322858600055,-0.4066220382061,0.1377565114985,-0.372872815064967
"b_opt2",0,NA,NA,NA,NA
"b_qual",0.797230828079723,0.0822966534836396,9.68728124817628,0.0969216926465731,8.22551491116484
"b_cost",-0.34679338416124,0.0434571450260235,-7.98012349761055,0.0471847251101533,-7.34969597367891
