"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_opt1",0.0303014447365702,0.128598523204652,0.235628248143631,0.128382665867417,0.236024423794587
"b_opt2",0,NA,NA,NA,NA
"b_qual",0.845543283476655,0.0856503347838098,9.87203711008126,0.0767501044792453,11.0168356019021
"b_cost",-0.325001824020911,0.0422491949651206,-7.69249743786174,0.0419990944943178,-7.7383055023932
