"","b_metro","b_RH","b_time","b_cost","b_comfort","b_time_att","b_cost_att","b_comfort_att"
"b_metro",-56.5204552620626,20.7617416620569,-603.290206691037,73.3904277734565,-0.304098854626141,-3.45392585188253e-17,-3.16554162897808,0.192067623025609
"b_RH",20.7617416620569,-26.176287228651,889.903069303332,-106.276818764644,-0.0361184412902509,6.2141190941247e-17,3.73105119428963,0.0787499115586244
"b_time",-603.290206691037,889.903069303332,-37915.445656877,5028.0098179904,3.28647034508946,3.11963170243491e-15,-137.418511623557,-3.69151161574655
"b_cost",73.3904277734565,-106.276818764644,5028.0098179904,-2801.50370235899,-1.69866192408648,-5.25127643215164e-16,23.8643351247883,1.35846726724703
"b_comfort",-0.304098854626141,-0.0361184412902509,3.28647034508946,-1.69866192408648,-0.169271958275438,-1.15038878814308e-19,0.0156407023059183,0.0169075865313895
"b_time_att",-3.45392585188253e-17,6.2141190941247e-17,3.11963170243491e-15,-5.25127643215164e-16,-1.15038878814308e-19,0,-6.9823402704064e-18,1.3753333353346e-20
"b_cost_att",-3.16554162897808,3.73105119428963,-137.418511623557,23.8643351247883,0.0156407023059183,-6.9823402704064e-18,-8.16929817341362,-0.0264811157361063
"b_comfort_att",0.192067623025609,0.0787499115586244,-3.69151161574655,1.35846726724703,0.0169075865313895,1.3753333353346e-20,-0.0264811157361063,-0.0111887485128926
