"b_metro","b_RH","b_time","b_cost","b_comfort","b_time_att","b_cost_att","b_comfort_att","logLike"
0,0,0,0,0,0,0,0,-527.333898560692
0.0911411923086044,-0.0479714998359423,-0.00536644614968911,-0.00729525046096592,0.0185408042366978,-4.0191395788859e-07,-4.0191395788859e-07,-4.0191395788859e-07,-503.079296701768
0.159384283986018,0.00863091283084889,-0.00816090315806771,-0.0334023115471285,0.0151877202962606,4.99845413870159,5.26910278465454,8.07163979269325,-463.818895514514
0.242848833564715,-0.0508880747884636,-0.0191661394436388,-0.0543003610321467,0.0603554485844761,-41.1682861223828,3.33618954406569,7.68379184621406,-450.620069876055
0.515355212144035,0.0166416976188151,-0.0191661394436388,-0.0544382247433977,0.0854974003187371,-41.1682861223828,2.4006128133323,3.48293724034601,-418.31668611876
0.838391882000175,0.172736467908931,-0.0191661394436388,-0.0613968873230348,0.114736157782335,-41.1682861223828,1.60497799636772,2.48003593103204,-388.986623035941
1.5219550505423,0.580754809496941,-0.0269340014280415,-0.103655757424918,0.147551318839259,-51.8654678418579,0.4466770813226,16.8679476254419,-355.017949763699
1.74106689728689,0.861389150410457,-0.0296360389838279,-0.136318683032206,0.196803990196941,-53.0845615123211,0.80905220048249,15.484337533174,-349.468152510909
1.70801780060889,0.849210705747123,-0.034125278056375,-0.157156785329737,0.220608973258051,-57.1721913563129,0.485788904377072,12.865109807307,-348.221640959919
1.66926612888484,0.809096649910202,-0.0369334688998962,-0.167472726538498,0.229904285033776,-61.5821477603951,0.432501021260251,18.5552137898107,-348.065168931409
1.65350279285061,0.77110481755464,-0.038014324082405,-0.170377858973381,0.234778781053402,-63.1932484123567,0.431647283470839,20.8428735930195,-348.037894514501
1.640561624732,0.722654577487038,-0.0391580173326389,-0.172941615864874,0.240242654498905,-64.4780780670236,0.422939763058698,21.8863454060319,-348.021029339136
1.63705648132462,0.694462123992485,-0.0398604851358323,-0.174341510319393,0.242745943158404,-64.9295517621,0.408777250119485,21.2924907502,-348.014364626732
1.63810945575207,0.678285700481182,-0.0403162554430268,-0.175100250838728,0.243368882934828,-64.9844371580276,0.393909463365837,20.0164170579022,-348.010415207284
1.64157022627078,0.676698090658029,-0.0404574169153471,-0.175243722676468,0.242442483485676,-64.7937620411234,0.383729789984878,18.8168950550976,-348.008407975582
1.6456248091814,0.681412826043177,-0.0405278915363046,-0.175370042186808,0.240880211537796,-64.584129023953,0.374266496786796,17.717104898817,-348.007249110126
1.64803281289732,0.688113442107034,-0.0405033928953933,-0.175361140747958,0.239556807907302,-64.4628638309463,0.371061976911697,17.2644349846162,-348.006834678858
1.64887459194152,0.692228309991878,-0.0405195939270698,-0.175502806916932,0.2388526802971,-64.4653094247627,0.369322371405483,17.1454985360534,-348.006701988309
1.64894310331381,0.694647528355532,-0.0404649350980298,-0.175388104169465,0.238544247720518,-64.4516390848234,0.371355394204454,17.2635064424543,-348.006677433867
1.64868022468038,0.694282618338415,-0.0404887565387635,-0.175472217544798,0.238619924428603,-64.4866321347141,0.371067406386171,17.3052223921037,-348.00667193854
1.64858610500853,0.694100144504052,-0.0404864811308517,-0.175462894576473,0.238657543546006,-64.4899566455706,0.371331086312729,17.3286365152287,-348.006671418165
1.64856959082967,0.6940655259872,-0.0404860227414161,-0.17546076984782,0.238663554547876,-64.4904004872377,0.371381111772049,17.3324691719237,-348.006671403934
