"","pid","Trial","TrialDuration","Block","Device","RH_cost","RH_travel_time","RH_Comfort","metro_cost","metro_travel_time","metro_Comfort","Bus_cost","Bus_travel_time","Bus_Comfort","Choice"
"131",11,11,3.4137,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"132",11,12,4.8948,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Metro_label"
"133",12,1,16.8406,1,"Smartphone",20,20,7,2,70,4,2,70,4,"Bus_label"
"134",12,2,16.8994,1,"Smartphone",20,40,7,3,50,5,3,60,4,"Metro_label"
"135",12,3,10.9829,1,"Smartphone",25,30,8,3,60,6,3,70,3,"RH_label"
"136",12,4,9.583,1,"Smartphone",25,30,7,1,50,4,1,70,4,"Metro_label"
"137",12,5,18.0328,1,"Smartphone",25,30,9,2,60,5,2,60,5,"RH_label"
"138",12,6,6.6831,1,"Smartphone",20,20,9,3,70,4,3,70,5,"RH_label"
"139",12,7,12.1491,1,"Smartphone",15,20,9,1,70,5,1,80,3,"Metro_label"
"140",12,8,8.1445,1,"Smartphone",15,40,8,3,70,5,3,80,4,"RH_label"
"141",12,9,11.6142,1,"Smartphone",20,20,9,1,60,6,1,80,5,"Metro_label"
"142",12,10,18.9964,1,"Smartphone",15,20,8,1,60,6,1,60,5,"Metro_label"
"143",12,11,6.1634,1,"Smartphone",15,40,8,2,50,4,2,60,3,"Metro_label"
"144",12,12,8.8452,1,"Smartphone",15,30,7,2,50,6,2,80,3,"Metro_label"
"145",13,1,10.0874,1,"Smartphone",20,20,7,2,70,4,2,70,4,"Metro_label"
"146",13,2,5.8664,1,"Smartphone",20,40,7,3,50,5,3,60,4,"Metro_label"
"147",13,3,3.7866,1,"Smartphone",25,30,8,3,60,6,3,70,3,"Metro_label"
"148",13,4,4.5662,1,"Smartphone",25,30,7,1,50,4,1,70,4,"Metro_label"
"149",13,5,8.7999,1,"Smartphone",25,30,9,2,60,5,2,60,5,"Metro_label"
"150",13,6,7.4029,1,"Smartphone",20,20,9,3,70,4,3,70,5,"Bus_label"
"151",13,7,4.8192,1,"Smartphone",15,20,9,1,70,5,1,80,3,"Metro_label"
"152",13,8,3.4326,1,"Smartphone",15,40,8,3,70,5,3,80,4,"Metro_label"
"153",13,9,6.1844,1,"Smartphone",20,20,9,1,60,6,1,80,5,"Metro_label"
"154",13,10,6.4312,1,"Smartphone",15,20,8,1,60,6,1,60,5,"Metro_label"
"155",13,11,5.7333,1,"Smartphone",15,40,8,2,50,4,2,60,3,"Metro_label"
"156",13,12,6.8677,1,"Smartphone",15,30,7,2,50,6,2,80,3,"Metro_label"
"157",14,1,5.6264,1,"Smartphone",20,20,7,2,70,4,2,70,4,"Metro_label"
"158",14,2,4.6329,1,"Smartphone",20,40,7,3,50,5,3,60,4,"Metro_label"
"159",14,3,3.1325,1,"Smartphone",25,30,8,3,60,6,3,70,3,"Bus_label"
"160",14,4,4.48,1,"Smartphone",25,30,7,1,50,4,1,70,4,"Metro_label"
"161",14,5,5.8497,1,"Smartphone",25,30,9,2,60,5,2,60,5,"Metro_label"
"162",14,6,7.5837,1,"Smartphone",20,20,9,3,70,4,3,70,5,"Bus_label"
"163",14,7,4.73,1,"Smartphone",15,20,9,1,70,5,1,80,3,"Metro_label"
"164",14,8,5.8359,1,"Smartphone",15,40,8,3,70,5,3,80,4,"Metro_label"
"165",14,9,3.8522,1,"Smartphone",20,20,9,1,60,6,1,80,5,"Metro_label"
"166",14,10,6.862,1,"Smartphone",15,20,8,1,60,6,1,60,5,"Metro_label"
"167",14,11,6.0498,1,"Smartphone",15,40,8,2,50,4,2,60,3,"Metro_label"
"168",14,12,6.1501,1,"Smartphone",15,30,7,2,50,6,2,80,3,"Metro_label"
"169",15,1,8.4245,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Bus_label"
