inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,ScreenRes_pixels,Camera_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,0.9084,0.270833333,-0.031481481,1,0,0,0.329166667,-0.677777778,1,0,0,calibration_square,0,0,0,14,1,0.33,-0.67,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.669791667,0.664814815,1,0,0,calibration_square,0,1,1,19,1,0.67,0.67,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.005208333,0.338888889,1,0,0,calibration_square,0,2,2,12,1,0,0.33,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.333333333,-0.337037037,1,0,0,calibration_square,0,3,3,15,1,0.33,-0.33,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.007291667,-0.337037037,1,0,0,calibration_square,0,4,4,10,1,0,-0.33,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0125,0.674074074,1,0,0,,0,5,5,13,1,0,0.67,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.3375,-0.007407407,1,0,0,calibration_square,0,6,6,16,1,0.33,0,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.665625,-0.668518519,1,0,0,calibration_square,0,7,7,0,1,-0.67,-0.67,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.328125,-0.677777778,1,0,0,calibration_square,0,8,8,4,1,-0.33,-0.67,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.003125,0.005555556,1,0,0,calibration_square,0,9,9,11,1,0,0,39,001,2024-11-28_14h35.38.522,Attention_exp_legacy,2023.1.0,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
