inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,calibrationClick.clicked_name,ScreenRes_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,Camera_pixels,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,7.2246,-0.24375,0.209259259,1,0,0,-0.321875,0.022222222,1,0,0,0,0,0,6,1,-0.33,0,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.0125,0.672222222,1,0,0,0,1,1,13,1,0,0.67,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.31875,0.311111111,1,0,0,0,2,2,17,1,0.33,0.33,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.338541667,-0.340740741,1,0,0,0,3,3,15,1,0.33,-0.33,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.327083333,-0.681481481,1,0,0,0,4,4,4,1,-0.33,-0.67,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.011458333,-0.353703704,1,0,0,0,5,5,10,1,0,-0.33,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.326041667,0.666666667,1,0,0,0,6,6,8,1,-0.33,0.67,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.732291667,-0.544444444,1,0,0,0,7,7,20,1,0.67,-0.67,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.677083333,-0.007407407,1,0,0,0,8,8,2,1,-0.67,0,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.3375,0.351851852,1,0,0,0,9,9,7,1,-0.33,0.33,09,001,2024-12-02_15h27.08.707,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
