inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,ScreenRes_pixels,Camera_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,2.0228,0.51875,0.090740741,1,0,0,0.0125,0.666666667,1,0,0,0,0,0,13,1,0,0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.307291667,0.22962963,1,0,0,0,1,1,12,1,0,0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.308333333,0.22962963,1,0,0,0,2,2,17,1,0.33,0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.308333333,0.227777778,1,0,0,0,3,3,8,1,-0.33,0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.307291667,0.225925926,1,0,0,0,4,4,16,1,0.33,0,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.307291667,0.225925926,1,0,0,0,5,5,3,1,-0.67,0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.3125,0.240740741,0,0,0,0,6,6,20,1,0.67,-0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.3125,0.240740741,0,0,0,0,7,7,4,1,-0.33,-0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.313541667,0.257407407,1,0,0,0,8,8,0,1,-0.67,-0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.313541667,0.259259259,1,0,0,0,9,9,5,1,-0.33,-0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.313541667,0.259259259,1,0,0,0,10,10,2,1,-0.67,0,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.313541667,0.290740741,1,0,0,0,11,11,15,1,0.33,-0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.314583333,0.268518519,1,0,0,0,12,12,18,1,0.33,0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.314583333,0.268518519,1,0,0,0,13,13,1,1,-0.67,-0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.314583333,0.301851852,1,0,0,0,14,14,9,1,0,-0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.317708333,0.287037037,1,0,0,0,15,15,14,1,0.33,-0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.317708333,0.287037037,1,0,0,0,16,16,10,1,0,-0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.317708333,0.309259259,1,0,0,0,17,17,6,1,-0.33,0,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.316666667,0.296296296,1,0,0,0,18,18,7,1,-0.33,0.33,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.316666667,0.296296296,1,0,0,0,19,19,19,1,0.67,0.67,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.316666667,0.296296296,1,0,0,0,20,20,11,1,0,0,35,001,2024-12-06_11h55.31.840,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
