inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,ScreenRes_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,Camera_pixels,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,2.466,-0.409375,0.355555556,1,0,0,-0.3375,-0.664814815,1,0,0,calibration_square,0,0,0,4,1,-0.33,-0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.323958333,-0.338888889,1,0,0,calibration_square,0,1,1,15,1,0.33,-0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.660416667,0.662962963,1,0,0,calibration_square,0,2,2,19,1,0.67,0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.670833333,-0.662962963,1,0,0,calibration_square,0,3,3,0,1,-0.67,-0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.68125,0.348148148,1,0,0,,0,4,4,3,1,-0.67,0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.68125,-0.325925926,1,0,0,,0,5,5,1,1,-0.67,-0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.334375,0.668518519,1,0,0,calibration_square,0,6,6,8,1,-0.33,0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.002083333,-0.001851852,1,0,0,calibration_square,0,7,7,11,1,0,0,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.325,0.024074074,1,0,0,,0,8,8,16,1,0.33,0,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.002083333,-0.296296296,1,0,0,,0,9,9,10,1,0,-0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.314583333,0.307407407,1,0,0,,0,10,10,17,1,0.33,0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.00625,0.327777778,1,0,0,calibration_square,0,11,11,12,1,0,0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.678125,-0.014814815,1,0,0,,0,12,12,2,1,-0.67,0,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.34375,-0.346296296,1,0,0,,0,13,13,5,1,-0.33,-0.33,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.316666667,0.681481481,1,0,0,,0,14,14,18,1,0.33,0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.002083333,-0.674074074,1,0,0,calibration_square,0,15,15,9,1,0,-0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.660416667,-0.67962963,1,0,0,calibration_square,0,16,16,20,1,0.67,-0.67,44,001,2024-12-02_12h25.28.451,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
