inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,ScreenRes_pixels,Camera_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,4.9522,-0.360416667,-0.037037037,1,0,0,-0.325,0.664814815,1,0,0,calibration_square,0,0,0,8,1,-0.33,0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.323958333,-0.662962963,1,0,0,calibration_square,0,1,1,14,1,0.33,-0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.329166667,-0.666666667,1,0,0,calibration_square,0,2,2,4,1,-0.33,-0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.673958333,-0.675925926,1,0,0,calibration_square,0,3,3,0,1,-0.67,-0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.326041667,0.012962963,1,0,0,,0,4,4,6,1,-0.33,0,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.65625,-0.664814815,1,0,0,,0,5,5,20,1,0.67,-0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.017708333,-0.322222222,1,0,0,,0,6,6,10,1,0,-0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.672916667,0.668518519,1,0,0,calibration_square,0,7,7,19,1,0.67,0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.323958333,0.011111111,1,0,0,,0,8,8,16,1,0.33,0,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.320833333,-0.312962963,1,0,0,,0,9,9,15,1,0.33,-0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.334375,0.67037037,1,0,0,calibration_square,0,10,10,18,1,0.33,0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.00625,0.675925926,1,0,0,calibration_square,0,11,11,13,1,0,0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.002083333,-0.011111111,1,0,0,,0,12,12,11,1,0,0,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.002083333,0.32962963,1,0,0,calibration_square,0,13,13,12,1,0,0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.3375,0.325925926,1,0,0,calibration_square,0,14,14,17,1,0.33,0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.003125,-0.672222222,1,0,0,calibration_square,0,15,15,9,1,0,-0.67,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.661458333,0.344444444,1,0,0,,0,16,16,3,1,-0.67,0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.68125,-0.333333333,1,0,0,,0,17,17,1,1,-0.67,-0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.341666667,0.325925926,1,0,0,,0,18,18,7,1,-0.33,0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.665625,-0.018518519,1,0,0,,0,19,19,2,1,-0.67,0,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.330208333,-0.32962963,1,0,0,calibration_square,0,20,20,5,1,-0.33,-0.33,30,001,2024-12-04_11h01.03.444,Attention_exp_legacy,2023.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
