inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trialsc.thisRepN,trialsc.thisTrialN,trialsc.thisN,trialsc.thisIndex,trialsc.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,calibrationClick.clicked_name,ScreenRes_pixels,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,Camera_pixels,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Choice,Trial,TrialDuration,MOUSE_GAZE,ET_GAZE,ET_GAZE_x_T,time,unixTime,ET_GAZE_NF,Loc_Option1_label,Loc_Option2_label,Loc_Cost_label,Loc_Qual_label,Loc_Option1_cost,Loc_Option2_cost,Loc_Option1_quality,Loc_Option2_quality,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Block,Device,cost1,qual1,cost2,qual2
space,1.8685,-0.398958333,0.262962963,1,0,0,-0.676041667,0.007407407,0,0,0,0,0,0,2,1,-0.67,0,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.339583333,0.007407407,1,0,0,0,1,1,16,1,0.33,0,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.341666667,0.694444444,1,0,0,0,2,2,8,1,-0.33,0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.007291667,-0.659259259,1,0,0,0,3,3,9,1,0,-0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.002083333,0.694444444,1,0,0,0,4,4,13,1,0,0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.333333333,-0.672222222,1,0,0,0,5,5,14,1,0.33,-0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.671875,-0.32037037,1,0,0,0,6,6,1,1,-0.67,-0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.68125,-0.661111111,1,0,0,0,7,7,0,1,-0.67,-0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.672916667,-0.675925926,1,0,0,0,8,8,20,1,0.67,-0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.3375,0.338888889,1,0,0,0,9,9,7,1,-0.33,0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.016666667,0.361111111,1,0,0,0,10,10,12,1,0,0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.671875,0.351851852,1,0,0,0,11,11,3,1,-0.67,0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.004166667,0.003703704,1,0,0,0,12,12,11,1,0,0,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.352083333,-0.325925926,1,0,0,0,13,13,5,1,-0.33,-0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.33125,0.674074074,1,0,0,0,14,14,18,1,0.33,0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.678125,0.687037037,1,0,0,0,15,15,19,1,0.67,0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.325,-0.642592593,1,0,0,0,16,16,4,1,-0.33,-0.67,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.301041667,0.327777778,1,0,0,0,17,17,17,1,0.33,0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-0.332291667,0.007407407,1,0,0,0,18,18,6,1,-0.33,0,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.334375,-0.338888889,1,0,0,0,19,19,15,1,0.33,-0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,calibration_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0125,-0.318518519,1,0,0,0,20,20,10,1,0,-0.33,49,001,2024-12-02_13h06.39.836,Attention_exp_legacy,2023.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
