"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_bus",0,NA,NA,NA,NA
"b_metro",1.24884552345581,0.195086423282462,6.40149889696644,0.197130639136521,6.33511629103446
"b_RH",-1.39324966199319,0.784010829901739,-1.7770796127495,0.872226222201229,-1.59734897499076
"b_time",-0.0803817075074272,0.0102436353464711,-7.84699032996316,0.0108870313776839,-7.38325303922543
"b_cost",-0.112272047200842,0.0309435419318857,-3.62828687963325,0.0287350338827516,-3.90714859286226
"b_comfort",0.240316487919332,0.0921328494793675,2.60836921116989,0.0954342437506706,2.51813687073559
