"","b_metro","b_RH","b_time","b_cost","b_comfort","b_time_att","b_cost_att","b_comfort_att"
"b_metro",-65.8559410855837,23.6159571280829,4.05905567093802e-13,-32.1519449604226,39.127852882199,2.5482200852826e-16,-5.59158910518447,1.62097999741465e-07
"b_RH",23.6159571280829,-27.3488409054709,2.0469079826519e-14,37.1550109348016,-84.8478181271908,1.28501417436721e-17,6.49374425489703,-5.81234312641987e-07
"b_time",4.05905567093802e-13,2.0469079826519e-14,0,-9.46340169459939e-13,-4.26061401309928e-14,0,1.5535721010892e-14,7.43204188430104e-21
"b_cost",-32.1519449604226,37.1550109348016,-9.46340169459939e-13,-1078.49024076816,108.494892334718,-5.94043970011543e-16,42.2886457776925,1.29984518819043e-06
"b_comfort",39.127852882199,-84.8478181271908,-4.26061401309928e-14,108.494892334718,-412.659261377176,-2.67474466936064e-17,21.2644902175441,-3.47559044390059e-06
"b_time_att",2.5482200852826e-16,1.28501417436721e-17,0,-5.94043970011543e-16,-2.67474466936064e-17,0,9.75307504745267e-18,4.66257415061436e-24
"b_cost_att",-5.59158910518447,6.49374425489703,1.5535721010892e-14,42.2886457776925,21.2644902175441,9.75307504745267e-18,-8.20171946377361,1.68341470303302e-07
"b_comfort_att",1.62097999741465e-07,-5.81234312641987e-07,7.43204188430104e-21,1.29984518819043e-06,-3.47559044390059e-06,4.66257415061436e-24,1.68341470303302e-07,1.10279444986044e-07
