"b_metro","b_RH","b_time","b_cost","b_comfort","b_time_att","b_cost_att","b_comfort_att","logLike"
0,0,0,0,0,0,0,0,-527.333898560692
0.0945070608595164,-0.0535647016623379,-0.00462374492562594,-0.00702881103409967,0.0258833750306879,-4.07997634240988e-07,-4.07997634240988e-07,-4.07997634240988e-07,-502.92518368865
0.19375747502719,-0.132989694238005,-0.0148676010625808,-0.0098539390402458,0.199321624970172,0.391253318666192,6.31726244942438,-7.34940827528794,-472.905871735516
0.317715783808111,-0.196870531170339,-0.0205336630658138,-0.0143957527390351,0.200819733555952,0.829603413817911,6.32097450519243,-7.01830811791714,-446.930026577321
0.425009975778444,-0.254690545895214,-0.0242943489580207,-0.0167639685097,0.204217321622814,0.827648023924222,6.32863816377494,-6.2589068768493,-427.762474862894
0.647605887548659,-0.373957992838648,-0.0306255639481585,-0.0216462299554423,0.207984437842238,0.714933363375042,6.97891858046931,4.85859122690967,-411.208612516628
0.786579993806952,-0.438384045030942,-0.0419715995825111,-0.0498813922581333,0.318859764025311,1.39010414418354,-0.962780267466149,-6.31072413052878,-381.515400791364
0.896799767802555,-0.493883356146614,-0.0459330785311648,-0.0558893326147402,0.318990752360765,1.34847109904519,-0.2473257732748,0.105285688641075,-368.599188655978
0.996045449164089,-0.920254495426367,-0.0588254021501276,-0.0604460057875047,0.433762688431051,1.61990002352209,1.67994421985332,1.3691663262628,-349.899842965975
1.12530312969919,-0.917548694244541,-0.0715424270882723,-0.0990397032025205,0.49895376960029,1.60188266831991,1.64230451124277,1.1379067128189,-328.202410002781
1.21688310717414,-1.200224961317,-0.0801819369213583,-0.113951931056941,0.511240762659892,1.47302336423962,2.15221556865984,0.642502424716949,-311.830947343845
1.17606021933804,-2.13570320454625,-0.108115421556867,-0.178372755375546,0.653513666721598,1.67911606382458,1.78901077418183,-0.029980556669941,-296.127128483317
0.981011803555942,-2.33287315923121,-0.11264639209243,-0.202031444898292,0.706730423541737,2.2250046447491,1.84138927429197,0.0727555183790408,-294.609064578684
1.01640693041753,-2.21561842689605,-0.115895216347071,-0.212606692700685,0.703379739071984,2.07161589203014,2.03706831316675,-0.268931262557362,-293.836026229404
0.949180164676876,-2.08345991343371,-0.123440794636428,-0.245617453441526,0.764698570091554,2.21194893810279,2.02423422105641,-0.285261689783882,-292.552380969852
0.974739670471834,-1.99176941263567,-0.129110678894348,-0.264200865279927,0.817665697514624,2.0035952137186,2.11924948117646,-0.495234805000507,-292.07865692655
0.947035695236747,-2.14666962921106,-0.132900175703747,-0.270419609865794,0.850559199692148,2.11453226655484,1.93228058599349,-0.385338857964103,-291.989999795948
0.944043162320228,-2.18475916149792,-0.137018452435958,-0.279902793713062,0.864120849370754,1.95174534204461,1.92326317818602,-0.446706396794436,-291.905841375224
0.950220687211723,-2.20746618144884,-0.136969715075717,-0.279920036819289,0.863469887691427,1.93896283637595,1.93906556189926,-0.451438197446464,-291.885899801001
0.948646232618255,-2.20928015905454,-0.136874645135975,-0.280684105624001,0.862423695145909,1.96131153206516,1.92102272520138,-0.425451470953596,-291.882349119831
0.95232104265561,-2.20341170978278,-0.1368183351031,-0.280983400621763,0.862754631537924,1.93529244871245,1.93257846786216,-0.436288295716901,-291.881543162156
0.950975972575725,-2.20715127750275,-0.136978568040367,-0.281549741657283,0.864121821428044,1.93798377865704,1.92443940039774,-0.427943157740367,-291.880673155246
0.950241442595048,-2.20968365926633,-0.137104568626124,-0.281909723356476,0.865047732947258,1.93708768319216,1.91938577607746,-0.423580039716051,-291.880527740121
0.950439548687686,-2.21042709365179,-0.137158512375334,-0.282121596105689,0.865387205404406,1.93361646499258,1.91824720804224,-0.422574513335925,-291.880433395783
0.950730612175351,-2.21164520495344,-0.137251636644301,-0.282419233398882,0.865894265023285,1.92784243851003,1.91718260123602,-0.421961667876705,-291.8803781262
0.950751885177932,-2.21203999710988,-0.137262438487734,-0.282415782264889,0.865901846706622,1.92773332322916,1.9172206749763,-0.422093914042114,-291.880376845563
0.950710791307314,-2.21236446256217,-0.13727526085707,-0.28242036767348,0.865885838113008,1.92769109044184,1.91728017783848,-0.422240668173358,-291.880376256198
0.95070574539133,-2.21243675601295,-0.137276256743531,-0.282417926947817,0.865899633630776,1.92779648961932,1.91729529932266,-0.42224574016857,-291.880376229471
