"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_opt1",0.0209140226229513,0.125557020154274,0.166569918569698,0.120354305746891,0.17377045626381
"b_opt2",0,NA,NA,NA,NA
"b_qual",0.730862650772348,0.0761099433109723,9.60272231167178,0.0804455281684802,9.08518680170356
"b_cost",-0.277363983303888,0.0392384536668074,-7.06867772260138,0.0486480369037443,-5.70144246216315
